Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
1606,Tata,2011,300000,80000,Central,Oklahoma,Bartlesville,Diesel,Individual,Manual,First_Owner,13.93,2179,138,320Nm@ 1700-2700rpm,7,Yes
1607,Mahindra,2012,550000,90000,Central,Oklahoma,Bartlesville,Diesel,Individual,Manual,Third_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,8,Yes
1608,Maruti,2015,285000,40000,Central,Oklahoma,Broken Arrow,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Yes
1609,Hyundai,2016,850000,58000,Central,Oklahoma,Bartlesville,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,Yes
1610,Ford,2018,700000,19100,East,Ohio,Hamilton,Petrol,Individual,Manual,First_Owner,19,1194,94.68,120Nm@ 4250rpm,5,Yes
1611,Maruti,2018,900000,25000,East,Ohio,Hilliard,Petrol,Individual,Manual,First_Owner,19.34,1462,103,138Nm@ 4400rpm,7,Yes
1612,Maruti,2005,180000,49455,East,Ohio,Hilliard,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Yes
1613,Hyundai,2016,220000,100000,East,Ohio,Hilliard,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Yes
1614,Tata,2013,120000,120000,East,Ohio,Hilliard,Diesel,Individual,Manual,First_Owner,22.3,1248,74,190Nm@ 1750-3000rpm,5,Yes
1615,Hyundai,2010,220000,90000,East,Ohio,Grove City,Petrol,Individual,Manual,Fourth_Above_Owner,17,1197,80,"11.4 kgm at 4,000 rpm",5,Yes
1616,Chevrolet,2013,420000,46815,East,Ohio,Hamilton,Diesel,Individual,Manual,Second_Owner,22.1,1248,76.9,205Nm@ 1750rpm,5,Yes
1617,Tata,2013,160000,110000,East,Ohio,Grove City,Diesel,Individual,Manual,First_Owner,19.4,1405,70,135.4Nm@ 2500rpm,5,Yes
1618,Hyundai,2015,250000,80000,East,Ohio,Hilliard,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Yes
1619,Maruti,2013,385000,100000,West,California,East Los Angeles,Diesel,Individual,Manual,Third_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,Yes
1620,Maruti,2014,318000,80000,West,California,East Los Angeles,Petrol,Individual,Manual,First_Owner,20.51,998,67.06,90Nm@ 3500rpm,5,Yes
1621,Hyundai,2018,480000,40000,East,Massachusetts,Lynn,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Yes
1622,Maruti,2015,330000,70000,West,California,East Los Angeles,Petrol,Individual,Manual,Third_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,Yes
1623,Tata,2011,152000,80000,East,New Hampshire,Salem,Diesel,Individual,Manual,First_Owner,17,1405,71,135 Nm at 2500  rpm ,5,Yes
1624,Maruti,2014,250000,40000,West,California,East Los Angeles,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Yes
1625,Tata,2011,248000,80000,East,New Jersey,Union,Diesel,Individual,Manual,First_Owner,17,1405,71,135 Nm at 2500  rpm ,5,Yes
1626,Nissan,2011,300000,60000,West,California,East Los Angeles,Petrol,Individual,Manual,Second_Owner,18.06,1198,75,104Nm@ 4000rpm,5,Yes
1627,Hyundai,2017,550000,50000,East,Maine,Westbrook,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Yes
1628,Hyundai,2016,650000,30000,East,Maine,West Scarborough,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Yes
1629,Hyundai,2017,445000,25000,East,Maine,Auburn,Petrol,Individual,Manual,First_Owner,18.9,1197,82,114Nm@ 4000rpm,5,Yes
1630,Toyota,2010,450000,334000,East,Massachusetts,Newburyport,Diesel,Individual,Manual,First_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,Yes
1631,Mahindra,2016,600000,100000,West,Washington,Mount Vernon,Diesel,Individual,Manual,First_Owner,17.45,1493,100,240Nm@ 1600-2800rpm,7,Yes
1632,Renault,2014,495000,175000,West,Washington,Mount Vernon,Diesel,Individual,Manual,First_Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,Yes
1633,Maruti,2011,220000,65000,West,Washington,Mount Vernon,Petrol,Individual,Automatic,Third_Owner,12.6,1586,103.3,145Nm@ 4100rpm,5,Yes
1634,Maruti,2011,260000,65000,West,Washington,Mount Vernon,Petrol,Individual,Automatic,Third_Owner,12.6,1586,103.3,145Nm@ 4100rpm,5,Yes
1635,Hyundai,2009,150000,90000,West,Washington,Mount Vernon,Petrol,Individual,Manual,First_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Yes
1636,Ford,2011,200000,80000,South,Alabama,Selma,Diesel,Individual,Manual,Second_Owner,20,1399,68,160Nm@ 2000rpm,5,Yes
1637,Mahindra,2018,1465000,110000,South,Alabama,Selma,Diesel,Individual,Manual,First_Owner,16.36,2179,140,320Nm@ 1500-2800rpm,7,Yes
1639,Honda,2008,250000,60000,West,Washington,Olympia,Petrol,Individual,Automatic,Third_Owner,20,1339,108.5,123Nm@ 1000-2500rpm,5,Yes
1640,Mahindra,2014,310000,160000,West,Washington,Olympia,Diesel,Individual,Manual,First_Owner,14.95,2489,93.7,218Nm@ 1400-2600rpm,7,Yes
1641,Mahindra,2010,600000,100875,East,New York,North Babylon,Diesel,Individual,Automatic,First_Owner,11.79,2179,120,290Nm@ 1800-2800rpm,8,Yes
1642,Maruti,2018,560000,20000,South,Alabama,Selma,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Yes
1643,Maruti,2016,500000,30000,West,Washington,Marysville,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Yes
1644,Hyundai,2013,270000,118000,West,Washington,Marysville,Diesel,Individual,Manual,First_Owner,24,1120,70,160Nm@ 1500-2750rpm,5,Yes
1645,Hyundai,2013,420000,69000,West,Washington,Olympia,Diesel,Individual,Manual,Third_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,Yes
1646,Maruti,2015,434999,25000,West,Washington,Olympia,Petrol,Individual,Manual,Second_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Yes
1647,Hyundai,2015,400000,100000,West,Washington,Olympia,Petrol,Individual,Automatic,First_Owner,16.9,1197,81.86,113.75Nm@ 4000rpm,5,Yes
1648,Maruti,2015,470000,110000,South,Alabama,Selma,Diesel,Individual,Manual,First_Owner,26.59,1248,74,190Nm@ 2000rpm,5,Yes
1649,Nissan,2015,480000,60000,West,Washington,Mount Vernon,Diesel,Individual,Manual,Third_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,Yes
1650,Hyundai,2008,105000,128000,East,New York,North Babylon,Petrol,Individual,Manual,First_Owner,0,1086,62,96.1Nm@ 3000rpm,5,Yes
1651,Tata,2017,325000,120000,East,New York,North Babylon,Diesel,Individual,Manual,First_Owner,27.28,1047,69,140Nm@ 1800-3000rpm,5,Yes
1653,Hyundai,2020,675000,5000,East,New York,North Babylon,Petrol,Individual,Automatic,First_Owner,20.7,1197,81.86,113.75Nm@ 4000rpm,5,Yes
1654,Hyundai,2009,170000,90000,South,Alabama,Selma,Petrol,Individual,Manual,Second_Owner,20.36,1197,78.9,111.8Nm@ 4000rpm,5,Yes
1655,Hyundai,2017,1250000,90000,West,Washington,Marysville,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,Yes
1656,Honda,2012,600000,144030,West,Washington,Marysville,Petrol,Individual,Manual,First_Owner,12.8,2354,177.6,222Nm@ 4300rpm,5,Yes
1657,Honda,2014,819999,200000,West,Washington,Mount Vernon,Diesel,Individual,Manual,First_Owner,25.1,1498,98.6,200Nm@ 1750rpm,5,Yes
1658,Hyundai,2016,650000,29000,West,Washington,Mount Vernon,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Yes
1659,Maruti,2007,105000,90000,West,Washington,Parkland,LPG,Individual,Manual,Second_Owner,17.3,1061,57.5,"7.8@ 4,500(kgm@ rpm)",5,Yes
1660,Mahindra,2009,200000,176000,East,West Virginia,Morgantown,Diesel,Individual,Manual,Second_Owner,17,1461,66,"16@ 2,000(kgm@ rpm)",5,Yes
1661,Tata,2013,200000,150000,East,West Virginia,Morgantown,Diesel,Individual,Manual,First_Owner,19.09,1396,69,135Nm@ 2500rpm,5,Yes
1662,Maruti,2016,220000,90000,East,West Virginia,Morgantown,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,8,Yes
1663,Volkswagen,2014,500000,70000,East,West Virginia,Morgantown,Petrol,Individual,Manual,Second_Owner,15.04,1598,103.2,153Nm@ 3800rpm,5,Yes
1664,Mahindra,2007,175000,99000,Central,Texas,San Marcos,Diesel,Individual,Manual,Second_Owner,19.2,1461,65,"16@ 2,000(kgm@ rpm)",5,Yes
1665,Tata,2018,450000,5000,Central,Texas,San Marcos,Petrol,Individual,Manual,First_Owner,23.84,1199,84,114Nm@ 3500rpm,5,Yes
1666,Chevrolet,2008,210000,90000,Central,Texas,San Marcos,Diesel,Individual,Manual,Fourth_Above_Owner,16.52,1991,123.7,305Nm@ 2000rpm,5,Yes
1667,Maruti,2011,270000,89000,Central,Texas,San Marcos,Diesel,Individual,Manual,Second_Owner,21.1,1248,73.9,113Nm@ 4500rpm,5,Yes
1668,Tata,2006,110000,88000,Central,Texas,San Marcos,Diesel,Individual,Manual,Second_Owner,16.8,1405,62,"12.5@ 2,500(kgm@ rpm)",5,Yes
1669,Maruti,2015,480000,30000,Central,Iowa,Fort Dodge,Diesel,Individual,Manual,First_Owner,26.59,1248,74,190Nm@ 2000rpm,5,Yes
1670,Maruti,2016,650000,50000,Central,Iowa,Fort Dodge,Diesel,Individual,Automatic,Second_Owner,26.59,1248,74,190Nm@ 2000rpm,5,Yes
1671,Maruti,2013,480000,80000,Central,Iowa,Fort Dodge,Diesel,Individual,Manual,First_Owner,23.4,1248,74,190Nm@ 2000rpm,5,Yes
1672,Hyundai,2016,700000,40000,Central,Iowa,Fort Dodge,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Yes
1673,Maruti,2015,650000,110000,Central,Iowa,Iowa City,Diesel,Individual,Manual,Third_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,Yes
1674,Hyundai,2015,1300000,48000,Central,Iowa,Fort Dodge,Diesel,Individual,Manual,Second_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,Yes
1675,Volkswagen,2016,1350000,97000,Central,Iowa,Fort Dodge,Diesel,Individual,Automatic,First_Owner,16.96,1968,138.03,320Nm@ 1750-2500rpm,5,Yes
1676,Volkswagen,2016,1000000,60000,Central,Iowa,Fort Dodge,Diesel,Individual,Automatic,First_Owner,22.15,1498,108.6,250Nm@ 1500-3000rpm,5,Yes
1677,Mercedes,2011,1700000,110000,East,Pennsylvania,Altoona,Diesel,Individual,Automatic,Third_Owner,0,2987,165,510@ 1600-2400,5,Yes
1678,Toyota,2018,1080000,12800,East,Pennsylvania,Altoona,Petrol,Individual,Automatic,First_Owner,17.8,1496,105.5,140Nm@ 4200rpm,5,Yes
1679,Hyundai,2012,170000,40000,East,Pennsylvania,Altoona,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Yes
1680,Maruti,2017,610000,49000,East,Pennsylvania,Altoona,Diesel,Individual,Manual,First_Owner,28.4,1248,74,190Nm@ 2000rpm,5,Yes
1681,Maruti,2014,350000,25000,East,Pennsylvania,Altoona,Petrol,Individual,Manual,First_Owner,18.5,1197,85.8,114Nm@ 4000rpm,5,Yes
1682,Maruti,2016,260000,65000,South,Florida,Belle Glade,Petrol,Individual,Manual,Second_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Yes
1683,Fiat,2015,700000,20000,East,Pennsylvania,Hanover,Diesel,Individual,Manual,First_Owner,20.4,1248,91.7,209Nm@ 2000rpm,5,Yes
1684,Volkswagen,2018,678000,17000,West,Colorado,Highlands Ranch,Petrol,Individual,Manual,First_Owner,18.78,999,75,95Nm@ 3000-4300rpm,5,Yes
1685,Maruti,2015,800000,15000,West,Colorado,Lakewood,Diesel,Individual,Manual,First_Owner,23.65,1248,88.5,200Nm@ 1750rpm,5,Yes
1686,Toyota,2014,400000,120000,East,Pennsylvania,Hanover,Diesel,Individual,Manual,Second_Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5,Yes
1687,Hyundai,2010,300000,49000,East,Pennsylvania,Hanover,Petrol,Individual,Manual,First_Owner,18.5,1197,80,"11.4 kgm at 4,000 rpm",5,Yes
1688,Hyundai,2016,520000,29000,West,Colorado,Lakewood,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Yes
1689,Nissan,2017,850000,55000,East,Pennsylvania,Hanover,Diesel,Individual,Automatic,First_Owner,19.61,1461,108.5,248Nm@ 2250rpm,5,Yes
1690,Mahindra,2019,1460000,5000,East,Pennsylvania,Hanover,Diesel,Individual,Manual,First_Owner,17.3,1497,121,300Nm@ 1750-2500rpm,7,Yes
1691,Tata,2017,830000,35000,West,Colorado,Highlands Ranch,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Yes
1692,Datsun,2018,430000,5000,West,Colorado,Lakewood,Petrol,Individual,Manual,Second_Owner,20.63,1198,67,104Nm@ 4000rpm,5,Yes
1693,Ford,2017,850000,60000,East,Pennsylvania,Hanover,Diesel,Individual,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,Yes
1694,Maruti,2017,650000,70000,West,Colorado,Lakewood,Petrol,Individual,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,Yes
1695,Hyundai,2008,120000,120000,East,Pennsylvania,Hanover,Diesel,Individual,Manual,Second_Owner,16.8,1493,110,"24@ 1,900-2,750(kgm@ rpm)",5,Yes
1696,Mahindra,2016,730000,65100,West,Colorado,Highlands Ranch,Diesel,Individual,Manual,Second_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,Yes
1697,Maruti,2019,525000,20000,West,Colorado,Highlands Ranch,Petrol,Individual,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Yes
1698,Hyundai,2015,600000,108000,Central,Illinois,Rock Island,Diesel,Individual,Manual,First_Owner,21.19,1396,88.73,220Nm@ 1500-2750rpm,5,Yes
1699,Maruti,2019,500000,15000,Central,Illinois,Rock Island,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,Yes
1700,Hyundai,2009,150000,77000,Central,Illinois,Rock Island,Petrol,Individual,Manual,First_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Yes
1701,Maruti,2015,409999,18500,Central,Illinois,Rockford,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Yes
1702,Mahindra,2016,625000,120000,Central,Illinois,Rock Island,Diesel,Individual,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,Yes
1703,Renault,2015,290000,15200,South,Florida,Ormond Beach,Petrol,Individual,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,Yes
1704,Honda,2015,500000,35000,South,Florida,Ormond Beach,Petrol,Individual,Manual,First_Owner,17.3,1497,117.3,145Nm@ 4600rpm,7,Yes
1705,Hyundai,2011,475000,80000,South,Florida,Orlando,Diesel,Individual,Manual,First_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,Yes
1706,Hyundai,2013,190000,70000,South,Florida,Ormond Beach,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Yes
1707,Mahindra,2014,750000,80000,South,Florida,Ormond Beach,Diesel,Individual,Manual,Second_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,Yes
1708,Nissan,2014,525000,120000,South,Florida,Ormond Beach,Diesel,Individual,Manual,Second_Owner,19.01,1461,108.5,248Nm@ 2250rpm,5,Yes
1709,Chevrolet,2012,495000,82000,South,Florida,Ormond Beach,Diesel,Individual,Manual,Third_Owner,17.3,1998,163.7,380Nm@ 2000rpm,5,Yes
1710,Jaguar,2017,2625000,9000,South,Florida,Ormond Beach,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177,430Nm@ 1750-2500rpm,5,Yes
1711,Lexus,2019,5150000,20000,South,Florida,Orlando,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5,Yes
1712,Jaguar,2017,3200000,45000,South,Georgia,Evans,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177,430Nm@ 1750-2500rpm,5,Yes
1713,Tata,2015,503000,110000,South,Georgia,Evans,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7,Yes
1714,Volvo,2019,3800000,20000,South,Georgia,Evans,Diesel,Individual,Automatic,First_Owner,18,1969,190,400Nm,5,Yes
1715,Toyota,2016,2000000,68089,South,Georgia,Evans,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,213Nm@ 4500rpm,5,Yes
1716,Maruti,2013,225000,58343,South,Georgia,Evans,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Yes
1717,Maruti,2018,740000,38817,South,Georgia,Gainesville,Diesel,Dealer,Manual,First_Owner,27.39,1248,74,190Nm@ 2000rpm,5,Yes
1718,Honda,2016,550000,56494,South,Georgia,East Point,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,110Nm@ 4800rpm,5,Yes
1719,Toyota,2013,750000,79328,South,Georgia,East Point,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Yes
1720,Maruti,2019,650000,5621,South,Georgia,Evans,Petrol,Trustmark_Dealer,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,Yes
1721,Toyota,2017,625000,25538,South,Georgia,Evans,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,132Nm@ 3000rpm,5,Yes
1722,Maruti,2018,600000,69779,East,Ohio,Cleveland Heights,Petrol,Dealer,Automatic,First_Owner,22,1197,81.8,113Nm@ 4200rpm,5,Yes
1723,Hyundai,2017,450000,56290,East,Ohio,Cleveland,Diesel,Dealer,Manual,First_Owner,24,1186,73.97,190.24nm@ 1750-2250rpm,5,Yes
1724,BMW,2019,5400000,7500,East,Ohio,Cleveland,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190,400Nm@ 1750-2500rpm,5,Yes
1725,BMW,2019,5500000,8500,East,Ohio,Cleveland Heights,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190,400Nm@ 1750-2500rpm,5,Yes
1726,Honda,2019,779000,7032,East,Ohio,Cleveland Heights,Petrol,Trustmark_Dealer,Automatic,First_Owner,19,1199,88.76,110Nm@ 4800rpm,5,Yes
1727,Skoda,2016,645000,11000,East,Ohio,Cleveland Heights,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,153Nm@ 3800rpm,5,Yes
1728,Volvo,2018,2475000,2000,East,Ohio,Cleveland Heights,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150,350Nm@ 1500-2750rpm,5,Yes
1729,Honda,2010,321000,60000,East,Ohio,Cleveland,Petrol,Individual,Automatic,Second_Owner,16.8,1497,118,146Nm at 4800 rpm,5,Yes
1730,Toyota,2017,585000,50000,East,Ohio,Columbus,Petrol,Individual,Manual,First_Owner,17.71,1197,78.9,104Nm@ 3100rpm,5,Yes
1731,Ford,2011,225000,70000,East,Ohio,Cleveland Heights,Diesel,Individual,Manual,First_Owner,20,1399,68,160Nm@ 2000rpm,5,Yes
1732,Honda,2017,500000,70000,East,Ohio,Cleveland Heights,Diesel,Individual,Manual,First_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,Yes
1733,Hyundai,2011,350000,90000,East,Ohio,Cleveland Heights,Diesel,Individual,Manual,Third_Owner,23,1396,90,22.4 kgm at 1750-2750rpm,5,Yes
1734,Maruti,2016,756000,70000,East,Ohio,Cleveland,Diesel,Individual,Manual,Second_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Yes
1735,Maruti,2014,240000,50000,Central,Illinois,Wilmette,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Yes
1736,Maruti,2012,80000,120000,Central,Illinois,Woodridge,Petrol,Individual,Manual,Second_Owner,19.7,796,35,6.1kgm@ 3000rpm,8,Yes
1737,Hyundai,2019,800000,5000,Central,Indiana,Carmel,Petrol,Individual,Manual,First_Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5,Yes
1738,Tata,2018,1250000,25000,Central,Indiana,Carmel,Diesel,Individual,Manual,First_Owner,17.6,2179,147.94,320Nm@ 1500-3000rpm,7,Yes
1739,Mahindra,2009,320000,80000,Central,Indiana,Carmel,Diesel,Individual,Manual,Third_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,7,Yes
1740,Hyundai,2017,509999,25000,Central,Indiana,Anderson,Petrol,Individual,Manual,First_Owner,18.9,1197,82,114Nm@ 4000rpm,5,Yes
1741,Tata,2019,650000,15000,Central,Indiana,Columbus,Diesel,Individual,Manual,First_Owner,22.95,1248,74,190Nm@ 1750-3000rpm,5,Yes
1742,Maruti,2011,210000,35000,Central,Indiana,Anderson,Petrol,Individual,Manual,Second_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,Yes
1743,Maruti,2008,110000,80000,Central,Indiana,Anderson,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Yes
1744,Tata,2017,665000,25000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Yes
1745,Volkswagen,2017,555000,52000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,Yes
1746,Volkswagen,2017,560000,52000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5,Yes
1747,Mahindra,2016,375000,80000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,25.32,1198,77,190Nm@ 1750-2250rpm,6,Yes
1749,Toyota,2017,2950000,50000,Central,Illinois,Woodridge,Diesel,Individual,Automatic,First_Owner,15.04,2755,174.5,450Nm@ 1600-2400rpm,7,Yes
1750,Maruti,2017,605000,127000,Central,Illinois,Woodridge,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Yes
1751,Honda,2017,720000,30000,Central,Illinois,Woodridge,Petrol,Individual,Manual,First_Owner,17.5,1199,88.7,110Nm@ 4800rpm,5,Yes
1752,Maruti,2017,800000,70000,Central,Illinois,Wheeling,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,200Nm@ 1750rpm,7,Yes
1753,Mahindra,2017,1325000,54000,Central,Illinois,Wilmette,Diesel,Individual,Manual,First_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,Yes
1754,Mitsubishi,2011,625000,120000,Central,Illinois,Wilmette,Diesel,Individual,Manual,Second_Owner,10.5,2835,116.9,292Nm@ 2000rpm,6,Yes
1755,Hyundai,2011,350000,116500,Central,Indiana,Bloomington,Diesel,Individual,Manual,First_Owner,23,1396,90,22.4 kgm at 1750-2750rpm,5,Yes
1756,Toyota,2012,600000,145000,Central,Indiana,Bloomington,Diesel,Individual,Manual,Second_Owner,12.99,2494,100,200Nm@ 1400-3400rpm,8,Yes
1757,Hyundai,2012,300000,120000,Central,Indiana,Anderson,Petrol,Individual,Manual,First_Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,Yes
1758,Tata,2011,240000,120000,Central,Illinois,Woodridge,Diesel,Individual,Manual,First_Owner,13.93,2179,138.1,320Nm@ 1700-2700rpm,7,Yes
1759,Ford,2016,377000,80000,Central,Indiana,Columbus,Diesel,Individual,Manual,First_Owner,25.83,1498,99,215Nm@ 1750-3000rpm,5,Yes
1760,Maruti,2013,450000,140000,Central,Indiana,Bloomington,Petrol,Individual,Manual,First_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Yes
1761,Hyundai,2008,160000,100000,Central,Indiana,Bloomington,Petrol,Individual,Manual,Fourth_Above_Owner,13.9,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5,Yes
1762,Hyundai,2019,525000,100000,Central,Indiana,Columbus,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Yes
1763,Toyota,2011,550000,168000,Central,Indiana,Columbus,Diesel,Individual,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,Yes
1764,Chevrolet,2010,270000,120000,Central,Illinois,Woodridge,Diesel,Individual,Manual,Third_Owner,18.3,1991,147.9,327Nm@ 2600rpm,5,Yes
1765,Toyota,2016,570000,145000,Central,Indiana,Anderson,Diesel,Individual,Manual,Second_Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5,Yes
1766,Ford,2011,225000,90000,Central,Indiana,Anderson,Diesel,Individual,Manual,Second_Owner,20,1399,68,160Nm@ 2000rpm,5,Yes
1767,Hyundai,2019,590000,90000,Central,Indiana,Columbus,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5,Yes
1768,Jeep,2018,1675000,80000,South,Kentucky,Murray,Diesel,Individual,Manual,First_Owner,17.1,1956,170,350Nm@ 1750-2500rpm,5,Yes
1769,Ford,2019,800000,33000,South,Kentucky,Murray,Petrol,Dealer,Manual,First_Owner,19.4,1194,94.93,120Nm@ 4250rpm,5,Yes
1770,Chevrolet,2014,450000,13500,South,Kentucky,Murray,Petrol,Individual,Manual,First_Owner,18.2,1199,82.4,108.5Nm@ 5000rpm,5,Yes
1771,Tata,2012,300000,80000,West,Idaho,Meridian,Diesel,Individual,Manual,First_Owner,17,1405,70,"13.5@ 2,500(kgm@ rpm)",5,Yes
1772,Hyundai,2017,645000,20000,West,Idaho,Nampa,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Yes
1773,Maruti,2013,520000,58000,West,Idaho,Meridian,Diesel,Individual,Manual,First_Owner,23.4,1248,74,190Nm@ 2000rpm,5,Yes
1774,Hyundai,2013,200000,40000,West,Idaho,Meridian,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Yes
1775,Honda,2015,700000,30000,West,Idaho,Meridian,Petrol,Individual,Manual,First_Owner,17.4,1497,117.3,145Nm@ 4600rpm,5,Yes
1776,Maruti,2000,45000,50000,East,Pennsylvania,Mount Lebanon,Petrol,Individual,Manual,Second_Owner,16.1,796,37,59Nm@ 2500rpm,4,Yes
1777,Ford,2016,459999,73000,East,Pennsylvania,Mount Lebanon,Diesel,Individual,Manual,First_Owner,25.83,1498,99,215Nm@ 1750-3000rpm,5,Yes
1778,Maruti,2014,325000,90000,East,Pennsylvania,Mount Lebanon,Diesel,Individual,Manual,Second_Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,Yes
1779,Maruti,2015,350000,50000,East,Pennsylvania,Mount Lebanon,Petrol,Individual,Manual,Second_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Yes
